Basis,Org_Code,Parent_Org,Org_Name,Standard_or_Item,Cancer_Type,Referral_Route_or_Stage,Treatment_Modality,Total,Within,After,Performance,Within_14_days,In_15_to_28_days,In_29_to_42_days,In_43_to_62_days,After_62_days,Within_31_days,In_32_to_38_days,In_39_to_48_days,In_49_to_62_days,In_63_to_76_days,In_77_to_90_days,In_91_to_104_days,After_104_days,In_15_to_16_days,In_17_to_21_days,In_22_to_28_days,After_28_days
Commissioner,QT1,England,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,31D,Haematological - Lymphoma,Subsequent,ALL MODALITIES,8,8,0,1,,,,,0,8,0,0,0,,,,,,,,
Commissioner,QT1,England,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,31D,Haematological - Other (a),First Treatment,ALL MODALITIES,18,18,0,1,,,,,0,18,0,0,0,,,,,,,,
Commissioner,QT1,England,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,31D,Haematological - Other (a),Subsequent,ALL MODALITIES,4,4,0,1,,,,,0,4,0,0,0,,,,,,,,
Commissioner,QT1,England,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,31D,Head & Neck,First Treatment,ALL MODALITIES,21,21,0,1,,,,,0,21,0,0,0,,,,,,,,
Commissioner,QT1,England,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,31D,Head & Neck,Subsequent,ALL MODALITIES,16,16,0,1,,,,,0,16,0,0,0,,,,,,,,
Commissioner,QT1,England,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,31D,Lower Gastrointestinal,First Treatment,ALL MODALITIES,67,59,8,0.880597015,,,,,2,59,4,1,1,,,,,,,,
Commissioner,QT1,England,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,31D,Lower Gastrointestinal,Subsequent,ALL MODALITIES,40,37,3,0.925,,,,,0,37,1,0,2,,,,,,,,
Commissioner,QT1,England,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,31D,Lung,First Treatment,ALL MODALITIES,75,74,1,0.986666667,,,,,0,74,0,1,0,,,,,,,,
Commissioner,QT1,England,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,31D,Lung,Subsequent,ALL MODALITIES,39,39,0,1,,,,,0,39,0,0,0,,,,,,,,
Commissioner,QT1,England,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,31D,Other (a),First Treatment,ALL MODALITIES,21,20,1,0.952380952,,,,,0,20,0,1,0,,,,,,,,
Commissioner,QT1,England,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,31D,Other (a),Subsequent,ALL MODALITIES,15,14,1,0.933333333,,,,,0,14,1,0,0,,,,,,,,
Commissioner,QT1,England,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,31D,Skin,First Treatment,ALL MODALITIES,118,115,3,0.974576271,,,,,0,115,2,1,0,,,,,,,,
Commissioner,QT1,England,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,31D,Skin,Subsequent,ALL MODALITIES,38,33,5,0.868421053,,,,,1,33,1,2,1,,,,,,,,
Commissioner,QT1,England,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,31D,Upper Gastrointestinal - Hepatobiliary,First Treatment,ALL MODALITIES,17,17,0,1,,,,,0,17,0,0,0,,,,,,,,
Commissioner,QT1,England,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,31D,Upper Gastrointestinal - Hepatobiliary,Subsequent,ALL MODALITIES,5,4,1,0.8,,,,,0,4,1,0,0,,,,,,,,
Commissioner,QT1,England,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,31D,Upper Gastrointestinal - Oesophagus & Stomach,First Treatment,ALL MODALITIES,15,14,1,0.933333333,,,,,0,14,0,0,1,,,,,,,,
Commissioner,QT1,England,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,31D,Upper Gastrointestinal - Oesophagus & Stomach,Subsequent,ALL MODALITIES,5,5,0,1,,,,,0,5,0,0,0,,,,,,,,
Commissioner,QT1,England,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,31D,Urological - Other (a),First Treatment,ALL MODALITIES,38,26,12,0.684210526,,,,,4,26,3,5,0,,,,,,,,
Commissioner,QT1,England,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,31D,Urological - Other (a),Subsequent,ALL MODALITIES,23,22,1,0.956521739,,,,,0,22,0,1,0,,,,,,,,
Commissioner,QT1,England,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,31D,Urological - Prostate,First Treatment,ALL MODALITIES,90,87,3,0.966666667,,,,,0,87,2,0,1,,,,,,,,
Commissioner,QT1,England,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,31D,Urological - Prostate,Subsequent,ALL MODALITIES,84,79,5,0.94047619,,,,,2,79,2,1,0,,,,,,,,
Commissioner,QT6,England,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,31D,Breast,First Treatment,ALL MODALITIES,53,48,5,0.905660377,,,,,0,48,4,1,0,,,,,,,,
Commissioner,QT6,England,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,31D,Breast,Subsequent,ALL MODALITIES,135,104,31,0.77037037,,,,,0,104,11,19,1,,,,,,,,
Commissioner,QT6,England,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,31D,Gynaecological,First Treatment,ALL MODALITIES,19,19,0,1,,,,,0,19,0,0,0,,,,,,,,
Commissioner,QT6,England,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,31D,Gynaecological,Subsequent,ALL MODALITIES,27,27,0,1,,,,,0,27,0,0,0,,,,,,,,
Commissioner,QT6,England,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,31D,Haematological - Lymphoma,First Treatment,ALL MODALITIES,12,12,0,1,,,,,0,12,0,0,0,,,,,,,,
Commissioner,QT6,England,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,31D,Haematological - Lymphoma,Subsequent,ALL MODALITIES,20,20,0,1,,,,,0,20,0,0,0,,,,,,,,
Commissioner,QT6,England,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,31D,Haematological - Other (a),First Treatment,ALL MODALITIES,15,15,0,1,,,,,0,15,0,0,0,,,,,,,,
Commissioner,QT6,England,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,31D,Haematological - Other (a),Subsequent,ALL MODALITIES,31,31,0,1,,,,,0,31,0,0,0,,,,,,,,
Commissioner,QT6,England,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,31D,Head & Neck,First Treatment,ALL MODALITIES,13,12,1,0.923076923,,,,,0,12,1,0,0,,,,,,,,
Commissioner,QT6,England,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,31D,Head & Neck,Subsequent,ALL MODALITIES,17,16,1,0.941176471,,,,,0,16,1,0,0,,,,,,,,
Commissioner,QT6,England,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,31D,Lower Gastrointestinal,First Treatment,ALL MODALITIES,42,40,2,0.952380952,,,,,0,40,1,0,1,,,,,,,,
Commissioner,QT6,England,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,31D,Lower Gastrointestinal,Subsequent,ALL MODALITIES,32,30,2,0.9375,,,,,0,30,2,0,0,,,,,,,,
Commissioner,QT6,England,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,31D,Lung,First Treatment,ALL MODALITIES,42,33,9,0.785714286,,,,,0,33,4,2,3,,,,,,,,
Commissioner,QT6,England,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,31D,Lung,Subsequent,ALL MODALITIES,36,33,3,0.916666667,,,,,0,33,2,1,0,,,,,,,,
Commissioner,QT6,England,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,31D,Other (a),First Treatment,ALL MODALITIES,7,7,0,1,,,,,0,7,0,0,0,,,,,,,,
Commissioner,QT6,England,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,31D,Other (a),Subsequent,ALL MODALITIES,21,21,0,1,,,,,0,21,0,0,0,,,,,,,,
Commissioner,QT6,England,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,31D,Skin,First Treatment,ALL MODALITIES,176,175,1,0.994318182,,,,,0,175,0,1,0,,,,,,,,
Commissioner,QT6,England,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,31D,Skin,Subsequent,ALL MODALITIES,62,50,12,0.806451613,,,,,0,50,5,6,1,,,,,,,,
Commissioner,QT6,England,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,31D,Upper Gastrointestinal - Hepatobiliary,First Treatment,ALL MODALITIES,16,16,0,1,,,,,0,16,0,0,0,,,,,,,,
Commissioner,QT6,England,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,31D,Upper Gastrointestinal - Hepatobiliary,Subsequent,ALL MODALITIES,11,11,0,1,,,,,0,11,0,0,0,,,,,,,,
Commissioner,QT6,England,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,31D,Upper Gastrointestinal - Oesophagus & Stomach,First Treatment,ALL MODALITIES,17,16,1,0.941176471,,,,,0,16,0,1,0,,,,,,,,
Commissioner,QT6,England,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,31D,Upper Gastrointestinal - Oesophagus & Stomach,Subsequent,ALL MODALITIES,8,8,0,1,,,,,0,8,0,0,0,,,,,,,,
Commissioner,QT6,England,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,31D,Urological - Other (a),First Treatment,ALL MODALITIES,21,18,3,0.857142857,,,,,0,18,2,0,1,,,,,,,,
Commissioner,QT6,England,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,31D,Urological - Other (a),Subsequent,ALL MODALITIES,20,16,4,0.8,,,,,3,16,1,0,0,,,,,,,,
Commissioner,QT6,England,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,31D,Urological - Prostate,First Treatment,ALL MODALITIES,48,46,2,0.958333333,,,,,0,46,1,0,1,,,,,,,,
Commissioner,QT6,England,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,31D,Urological - Prostate,Subsequent,ALL MODALITIES,73,67,6,0.917808219,,,,,0,67,3,3,0,,,,,,,,
Commissioner,QU9,England,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",31D,Breast,First Treatment,ALL MODALITIES,146,129,17,0.883561644,,,,,0,129,6,7,4,,,,,,,,
Commissioner,QU9,England,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",31D,Breast,Subsequent,ALL MODALITIES,243,187,56,0.769547325,,,,,3,187,15,11,27,,,,,,,,
Commissioner,QU9,England,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",31D,Gynaecological,First Treatment,ALL MODALITIES,32,21,11,0.65625,,,,,5,21,3,2,1,,,,,,,,
Commissioner,QU9,England,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",31D,Gynaecological,Subsequent,ALL MODALITIES,31,28,3,0.903225806,,,,,0,28,0,2,1,,,,,,,,
Commissioner,QU9,England,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",31D,Haematological - Lymphoma,First Treatment,ALL MODALITIES,33,31,2,0.939393939,,,,,2,31,0,0,0,,,,,,,,
Commissioner,QU9,England,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",31D,Haematological - Lymphoma,Subsequent,ALL MODALITIES,24,20,4,0.833333333,,,,,0,20,4,0,0,,,,,,,,
Commissioner,QU9,England,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",31D,Haematological - Other (a),First Treatment,ALL MODALITIES,30,29,1,0.966666667,,,,,0,29,0,1,0,,,,,,,,
Commissioner,QU9,England,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",31D,Haematological - Other (a),Subsequent,ALL MODALITIES,32,31,1,0.96875,,,,,0,31,1,0,0,,,,,,,,
Commissioner,QU9,England,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",31D,Head & Neck,First Treatment,ALL MODALITIES,21,13,8,0.619047619,,,,,0,13,2,6,0,,,,,,,,
Commissioner,QU9,England,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",31D,Head & Neck,Subsequent,ALL MODALITIES,24,21,3,0.875,,,,,1,21,1,0,1,,,,,,,,
Commissioner,QU9,England,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",31D,Lower Gastrointestinal,First Treatment,ALL MODALITIES,86,64,22,0.744186047,,,,,0,64,13,6,3,,,,,,,,
Commissioner,QU9,England,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",31D,Lower Gastrointestinal,Subsequent,ALL MODALITIES,93,86,7,0.924731183,,,,,1,86,1,3,2,,,,,,,,
Commissioner,QU9,England,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",31D,Lung,First Treatment,ALL MODALITIES,72,60,12,0.833333333,,,,,1,60,7,2,2,,,,,,,,
Commissioner,QU9,England,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",31D,Lung,Subsequent,ALL MODALITIES,43,37,6,0.860465116,,,,,0,37,3,1,2,,,,,,,,
Commissioner,QU9,England,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",31D,Other (a),First Treatment,ALL MODALITIES,25,23,2,0.92,,,,,2,23,0,0,0,,,,,,,,
Commissioner,QU9,England,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",31D,Other (a),Subsequent,ALL MODALITIES,42,38,4,0.904761905,,,,,1,38,1,2,0,,,,,,,,
Commissioner,QU9,England,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",31D,Skin,First Treatment,ALL MODALITIES,212,199,13,0.938679245,,,,,0,199,7,4,2,,,,,,,,
Commissioner,QU9,England,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",31D,Skin,Subsequent,ALL MODALITIES,60,40,20,0.666666667,,,,,3,40,7,5,5,,,,,,,,
Commissioner,QU9,England,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",31D,Upper Gastrointestinal - Hepatobiliary,First Treatment,ALL MODALITIES,38,33,5,0.868421053,,,,,0,33,3,2,0,,,,,,,,
Commissioner,QU9,England,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",31D,Upper Gastrointestinal - Hepatobiliary,Subsequent,ALL MODALITIES,22,18,4,0.818181818,,,,,1,18,1,1,1,,,,,,,,
Commissioner,QU9,England,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",31D,Upper Gastrointestinal - Oesophagus & Stomach,First Treatment,ALL MODALITIES,25,25,0,1,,,,,0,25,0,0,0,,,,,,,,
Commissioner,QU9,England,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",31D,Upper Gastrointestinal - Oesophagus & Stomach,Subsequent,ALL MODALITIES,24,23,1,0.958333333,,,,,0,23,0,1,0,,,,,,,,
Commissioner,QU9,England,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",31D,Urological - Other (a),First Treatment,ALL MODALITIES,46,36,10,0.782608696,,,,,2,36,4,3,1,,,,,,,,
Commissioner,QU9,England,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",31D,Urological - Other (a),Subsequent,ALL MODALITIES,26,22,4,0.846153846,,,,,0,22,2,2,0,,,,,,,,
Commissioner,QU9,England,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",31D,Urological - Prostate,First Treatment,ALL MODALITIES,133,125,8,0.939849624,,,,,3,125,2,3,0,,,,,,,,
Commissioner,QU9,England,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",31D,Urological - Prostate,Subsequent,ALL MODALITIES,142,101,41,0.711267606,,,,,10,101,11,11,9,,,,,,,,
Commissioner,QUA,England,NHS BLACK COUNTRY INTEGRATED CARE BOARD,31D,Breast,First Treatment,ALL MODALITIES,69,69,0,1,,,,,0,69,0,0,0,,,,,,,,
Commissioner,QUA,England,NHS BLACK COUNTRY INTEGRATED CARE BOARD,31D,Breast,Subsequent,ALL MODALITIES,139,130,9,0.935251799,,,,,0,130,6,3,0,,,,,,,,
Commissioner,QUA,England,NHS BLACK COUNTRY INTEGRATED CARE BOARD,31D,Gynaecological,First Treatment,ALL MODALITIES,26,21,5,0.807692308,,,,,0,21,2,2,1,,,,,,,,
Commissioner,QUA,England,NHS BLACK COUNTRY INTEGRATED CARE BOARD,31D,Gynaecological,Subsequent,ALL MODALITIES,29,28,1,0.965517241,,,,,0,28,0,0,1,,,,,,,,
Commissioner,QUA,England,NHS BLACK COUNTRY INTEGRATED CARE BOARD,31D,Haematological - Lymphoma,First Treatment,ALL MODALITIES,15,15,0,1,,,,,0,15,0,0,0,,,,,,,,
Commissioner,QUA,England,NHS BLACK COUNTRY INTEGRATED CARE BOARD,31D,Haematological - Lymphoma,Subsequent,ALL MODALITIES,20,20,0,1,,,,,0,20,0,0,0,,,,,,,,
Commissioner,QUA,England,NHS BLACK COUNTRY INTEGRATED CARE BOARD,31D,Haematological - Other (a),First Treatment,ALL MODALITIES,15,15,0,1,,,,,0,15,0,0,0,,,,,,,,
Commissioner,QUA,England,NHS BLACK COUNTRY INTEGRATED CARE BOARD,31D,Haematological - Other (a),Subsequent,ALL MODALITIES,12,12,0,1,,,,,0,12,0,0,0,,,,,,,,
Commissioner,QUA,England,NHS BLACK COUNTRY INTEGRATED CARE BOARD,31D,Head & Neck,First Treatment,ALL MODALITIES,21,21,0,1,,,,,0,21,0,0,0,,,,,,,,
Commissioner,QUA,England,NHS BLACK COUNTRY INTEGRATED CARE BOARD,31D,Head & Neck,Subsequent,ALL MODALITIES,33,33,0,1,,,,,0,33,0,0,0,,,,,,,,
Commissioner,QUA,England,NHS BLACK COUNTRY INTEGRATED CARE BOARD,31D,Lower Gastrointestinal,First Treatment,ALL MODALITIES,50,49,1,0.98,,,,,0,49,1,0,0,,,,,,,,
Commissioner,QUA,England,NHS BLACK COUNTRY INTEGRATED CARE BOARD,31D,Lower Gastrointestinal,Subsequent,ALL MODALITIES,67,64,3,0.955223881,,,,,1,64,1,0,1,,,,,,,,
Commissioner,QUA,England,NHS BLACK COUNTRY INTEGRATED CARE BOARD,31D,Lung,First Treatment,ALL MODALITIES,49,47,2,0.959183673,,,,,0,47,1,0,1,,,,,,,,
Commissioner,QUA,England,NHS BLACK COUNTRY INTEGRATED CARE BOARD,31D,Lung,Subsequent,ALL MODALITIES,26,26,0,1,,,,,0,26,0,0,0,,,,,,,,
Commissioner,QUA,England,NHS BLACK COUNTRY INTEGRATED CARE BOARD,31D,Other (a),First Treatment,ALL MODALITIES,17,15,2,0.882352941,,,,,1,15,0,1,0,,,,,,,,
Commissioner,QUA,England,NHS BLACK COUNTRY INTEGRATED CARE BOARD,31D,Other (a),Subsequent,ALL MODALITIES,22,22,0,1,,,,,0,22,0,0,0,,,,,,,,
Commissioner,QUA,England,NHS BLACK COUNTRY INTEGRATED CARE BOARD,31D,Skin,First Treatment,ALL MODALITIES,70,64,6,0.914285714,,,,,0,64,4,0,2,,,,,,,,
Commissioner,QUA,England,NHS BLACK COUNTRY INTEGRATED CARE BOARD,31D,Skin,Subsequent,ALL MODALITIES,22,22,0,1,,,,,0,22,0,0,0,,,,,,,,
Commissioner,QUA,England,NHS BLACK COUNTRY INTEGRATED CARE BOARD,31D,Upper Gastrointestinal - Hepatobiliary,First Treatment,ALL MODALITIES,27,25,2,0.925925926,,,,,0,25,1,1,0,,,,,,,,
Commissioner,QUA,England,NHS BLACK COUNTRY INTEGRATED CARE BOARD,31D,Upper Gastrointestinal - Hepatobiliary,Subsequent,ALL MODALITIES,14,11,3,0.785714286,,,,,1,11,0,1,1,,,,,,,,
Commissioner,QUA,England,NHS BLACK COUNTRY INTEGRATED CARE BOARD,31D,Upper Gastrointestinal - Oesophagus & Stomach,First Treatment,ALL MODALITIES,24,22,2,0.916666667,,,,,0,22,2,0,0,,,,,,,,
Commissioner,QUA,England,NHS BLACK COUNTRY INTEGRATED CARE BOARD,31D,Upper Gastrointestinal - Oesophagus & Stomach,Subsequent,ALL MODALITIES,14,11,3,0.785714286,,,,,0,11,3,0,0,,,,,,,,
Commissioner,QUA,England,NHS BLACK COUNTRY INTEGRATED CARE BOARD,31D,Urological - Other (a),First Treatment,ALL MODALITIES,26,19,7,0.730769231,,,,,2,19,1,1,3,,,,,,,,
Commissioner,QUA,England,NHS BLACK COUNTRY INTEGRATED CARE BOARD,31D,Urological - Other (a),Subsequent,ALL MODALITIES,29,25,4,0.862068966,,,,,2,25,0,1,1,,,,,,,,
Commissioner,QUA,England,NHS BLACK COUNTRY INTEGRATED CARE BOARD,31D,Urological - Prostate,First Treatment,ALL MODALITIES,77,77,0,1,,,,,0,77,0,0,0,,,,,,,,
Commissioner,QUA,England,NHS BLACK COUNTRY INTEGRATED CARE BOARD,31D,Urological - Prostate,Subsequent,ALL MODALITIES,89,78,11,0.876404494,,,,,6,78,0,2,3,,,,,,,,
Commissioner,QUE,England,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,31D,Breast,First Treatment,ALL MODALITIES,59,57,2,0.966101695,,,,,0,57,2,0,0,,,,,,,,
Commissioner,QUE,England,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,31D,Breast,Subsequent,ALL MODALITIES,103,80,23,0.776699029,,,,,0,80,7,9,7,,,,,,,,
Commissioner,QUE,England,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,31D,Gynaecological,First Treatment,ALL MODALITIES,16,16,0,1,,,,,0,16,0,0,0,,,,,,,,
Commissioner,QUE,England,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,31D,Gynaecological,Subsequent,ALL MODALITIES,20,18,2,0.9,,,,,0,18,0,1,1,,,,,,,,
Commissioner,QUE,England,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,31D,Haematological - Lymphoma,First Treatment,ALL MODALITIES,21,21,0,1,,,,,0,21,0,0,0,,,,,,,,
Commissioner,QUE,England,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,31D,Haematological - Lymphoma,Subsequent,ALL MODALITIES,16,14,2,0.875,,,,,0,14,2,0,0,,,,,,,,
Commissioner,QUE,England,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,31D,Haematological - Other (a),First Treatment,ALL MODALITIES,12,12,0,1,,,,,0,12,0,0,0,,,,,,,,
Commissioner,QUE,England,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,31D,Haematological - Other (a),Subsequent,ALL MODALITIES,13,13,0,1,,,,,0,13,0,0,0,,,,,,,,
Commissioner,QUE,England,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,31D,Head & Neck,First Treatment,ALL MODALITIES,19,18,1,0.947368421,,,,,0,18,1,0,0,,,,,,,,
Commissioner,QUE,England,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,31D,Head & Neck,Subsequent,ALL MODALITIES,16,11,5,0.6875,,,,,0,11,3,2,0,,,,,,,,
Commissioner,QUE,England,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,31D,Lower Gastrointestinal,First Treatment,ALL MODALITIES,41,37,4,0.902439024,,,,,0,37,3,1,0,,,,,,,,
Commissioner,QUE,England,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,31D,Lower Gastrointestinal,Subsequent,ALL MODALITIES,26,25,1,0.961538462,,,,,0,25,0,1,0,,,,,,,,
Commissioner,QUE,England,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,31D,Lung,First Treatment,ALL MODALITIES,37,33,4,0.891891892,,,,,1,33,0,2,1,,,,,,,,
Commissioner,QUE,England,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,31D,Lung,Subsequent,ALL MODALITIES,19,19,0,1,,,,,0,19,0,0,0,,,,,,,,
Commissioner,QUE,England,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,31D,Other (a),First Treatment,ALL MODALITIES,18,17,1,0.944444444,,,,,0,17,1,0,0,,,,,,,,
Commissioner,QUE,England,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,31D,Other (a),Subsequent,ALL MODALITIES,23,21,2,0.913043478,,,,,0,21,1,1,0,,,,,,,,
Commissioner,QUE,England,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,31D,Skin,First Treatment,ALL MODALITIES,62,46,16,0.741935484,,,,,2,46,9,5,0,,,,,,,,
Commissioner,QUE,England,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,31D,Skin,Subsequent,ALL MODALITIES,16,14,2,0.875,,,,,0,14,1,1,0,,,,,,,,
Commissioner,QUE,England,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,31D,Upper Gastrointestinal - Hepatobiliary,First Treatment,ALL MODALITIES,21,19,2,0.904761905,,,,,0,19,1,1,0,,,,,,,,
Commissioner,QUE,England,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,31D,Upper Gastrointestinal - Hepatobiliary,Subsequent,ALL MODALITIES,15,10,5,0.666666667,,,,,0,10,4,0,1,,,,,,,,
