DATA_MONTH,DATA_LEVEL,NHSE_REGION_CODE,NHSE_REGION_NAME,ICS_CODE,ICS_NAME,ORG_CODE,ORG_NAME,SPECIALTY_GROUP,SPECIALTY,STAFF_GROUP_1,GRADE,FTE,HEADCOUNT
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Obstetrics and gynaecology group,Obstetrics and gynaecology,HCHS doctors - Specialty Registrar,Specialty Registrar,73.68125,78
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Paediatric group,Paediatrics,HCHS doctors - Associate Specialist,Associate Specialist,4.975,6
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Paediatric group,Paediatrics,HCHS doctors - Consultant,Consultant,117.8525,128
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Paediatric group,Paediatrics,HCHS doctors - Core Training,Core Training,22.68125,24
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Paediatric group,Paediatrics,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,10.0,10
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Paediatric group,Paediatrics,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,3.8625,4
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Paediatric group,Paediatrics,HCHS doctors - Specialty Doctor,Specialty Doctor,2.8,3
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Paediatric group,Paediatrics,HCHS doctors - Specialty Registrar,Specialty Registrar,84.3125,95
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Pathology group,Chemical pathology,HCHS doctors - Consultant,Consultant,6.75,8
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Pathology group,Forensic histopathology,HCHS doctors - Consultant,Consultant,0.3,2
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Pathology group,Haematology,HCHS doctors - Associate Specialist,Associate Specialist,0.9,1
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Pathology group,Haematology,HCHS doctors - Consultant,Consultant,21.18,22
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Pathology group,Haematology,HCHS doctors - Core Training,Core Training,10.6125,11
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Pathology group,Haematology,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,1.0,1
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Pathology group,Haematology,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,2.59375,3
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Pathology group,Haematology,HCHS doctors - Specialty Registrar,Specialty Registrar,17.18125,18
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Pathology group,Histopathology,HCHS doctors - Consultant,Consultant,17.6,20
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Pathology group,Histopathology,HCHS doctors - Specialty Registrar,Specialty Registrar,13.85,15
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Pathology group,Immunology,HCHS doctors - Consultant,Consultant,4.51,6
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Pathology group,Immunology,HCHS doctors - Specialty Registrar,Specialty Registrar,1.0,1
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Pathology group,Medical microbiology,HCHS doctors - Consultant,Consultant,11.675,12
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Pathology group,Medical microbiology,HCHS doctors - Core Training,Core Training,2.0,2
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Pathology group,Medical microbiology,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,2.0,2
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Pathology group,Medical microbiology,HCHS doctors - Specialty Registrar,Specialty Registrar,7.8,10
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Pathology group,Medical virology,HCHS doctors - Consultant,Consultant,1.0,1
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Psychiatry group,General psychiatry,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,7.0,7
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Psychiatry group,General psychiatry,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,2.0,2
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Radiology group,Clinical radiology,HCHS doctors - Consultant,Consultant,67.222,71
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Cardio-thoracic surgery,HCHS doctors - Associate Specialist,Associate Specialist,1.0,1
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Cardio-thoracic surgery,HCHS doctors - Consultant,Consultant,11.825,12
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Cardio-thoracic surgery,HCHS doctors - Core Training,Core Training,4.0,4
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Cardio-thoracic surgery,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,2.0,2
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Cardio-thoracic surgery,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,0.93125,1
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Cardio-thoracic surgery,HCHS doctors - Specialty Registrar,Specialty Registrar,11.0,11
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,General surgery,HCHS doctors - Associate Specialist,Associate Specialist,3.0,3
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,General surgery,HCHS doctors - Consultant,Consultant,28.984,31
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,General surgery,HCHS doctors - Core Training,Core Training,37.7,39
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,General surgery,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,23.0,23
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,General surgery,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,3.0,3
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,General surgery,HCHS doctors - Specialty Doctor,Specialty Doctor,10.6,11
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,General surgery,HCHS doctors - Specialty Registrar,Specialty Registrar,25.79375,26
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Neurosurgery,HCHS doctors - Associate Specialist,Associate Specialist,2.0,2
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Neurosurgery,HCHS doctors - Consultant,Consultant,15.125,16
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Neurosurgery,HCHS doctors - Core Training,Core Training,6.91875,7
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Neurosurgery,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,2.0,2
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Neurosurgery,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,5.0,5
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Neurosurgery,HCHS doctors - Specialty Registrar,Specialty Registrar,14.0,14
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Ophthalmology,HCHS doctors - Associate Specialist,Associate Specialist,2.425,3
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Ophthalmology,HCHS doctors - Consultant,Consultant,24.372,26
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Ophthalmology,HCHS doctors - Core Training,Core Training,1.0,1
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Ophthalmology,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,1.0,1
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Ophthalmology,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,1.0,1
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Ophthalmology,HCHS doctors - Specialty Registrar,Specialty Registrar,7.2875,8
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Otolaryngology,HCHS doctors - Consultant,Consultant,4.0,4
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Otolaryngology,HCHS doctors - Core Training,Core Training,4.0,4
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Otolaryngology,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,3.0,3
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Otolaryngology,HCHS doctors - Specialty Registrar,Specialty Registrar,10.8,11
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Paediatric surgery,HCHS doctors - Consultant,Consultant,2.525,3
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Paediatric surgery,HCHS doctors - Core Training,Core Training,6.98125,7
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Paediatric surgery,HCHS doctors - Specialty Doctor,Specialty Doctor,1.0,1
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Paediatric surgery,HCHS doctors - Specialty Registrar,Specialty Registrar,5.8625,6
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Plastic surgery,HCHS doctors - Associate Specialist,Associate Specialist,1.0,1
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Plastic surgery,HCHS doctors - Consultant,Consultant,17.398,18
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Plastic surgery,HCHS doctors - Core Training,Core Training,16.6,17
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Plastic surgery,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,2.0,2
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Plastic surgery,HCHS doctors - Specialty Registrar,Specialty Registrar,6.86875,7
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Trauma and orthopaedic surgery,HCHS doctors - Consultant,Consultant,43.11469,46
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Trauma and orthopaedic surgery,HCHS doctors - Core Training,Core Training,41.41875,42
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Trauma and orthopaedic surgery,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,3.0,3
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Trauma and orthopaedic surgery,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,11.0,11
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Trauma and orthopaedic surgery,HCHS doctors - Specialty Registrar,Specialty Registrar,43.53125,44
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Urology,HCHS doctors - Consultant,Consultant,16.753,17
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Urology,HCHS doctors - Core Training,Core Training,6.95625,7
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Urology,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,8.0,8
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Urology,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,3.0,3
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Urology,HCHS doctors - Specialty Registrar,Specialty Registrar,6.9125,7
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Vascular surgery,HCHS doctors - Consultant,Consultant,11.307,12
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Vascular surgery,HCHS doctors - Core Training,Core Training,1.0,1
2026-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Surgical group,Vascular surgery,HCHS doctors - Specialty Registrar,Specialty Registrar,4.0,4
