DATA_MONTH,DATA_LEVEL,NHSE_REGION_CODE,NHSE_REGION_NAME,ICS_CODE,ICS_NAME,ORG_CODE,ORG_NAME,CLUSTER_GROUP,BENCHMARK_GROUP,MAIN_STAFF_GROUP,STAFF_GROUP_1,FTE,HEADCOUNT
2014-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,All staff groups,All staff groups,10705.20354,12001
2014-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,All staff groups,6570.51706,7301
2014-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - All grades,1500.26739,1572
2014-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,14.75,19
2014-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Consultant,587.99616,619
2014-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Core Training,111.775,118
2014-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,103.0,104
2014-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,92.0,94
2014-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Hospital Practitioner / Clinical Assistant,0.50873,3
2014-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Other HCHS doctor grades,1.0,1
2014-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,17.025,23
2014-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,571.15,591
2014-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Staff Grade,1.0625,2
2014-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Midwives,337.23547,429
2014-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Nurses & health visitors,3323.72202,3723
2014-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",1409.29218,1579
2014-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,All staff groups,2983.19368,3445
2014-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,"Support to doctors, nurses & midwives",2508.3861,2907
2014-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,Support to ST&T staff,474.80758,541
2014-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,All staff groups,1072.40614,1181
2014-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Central functions,710.05522,795
2014-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,"Hotel, property & estates",68.33333,73
2014-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Managers,164.57093,179
2014-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Senior managers,129.44666,136
2014-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Unknown classification,Unknown classification,79.08666,84
2015-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,All staff groups,All staff groups,11169.80992,12520
2015-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,All staff groups,6719.52055,7462
2015-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - All grades,1554.27614,1620
2015-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,15.05,19
2015-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Consultant,609.04604,639
2015-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Core Training,120.25,124
2015-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,111.0,113
2015-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,97.6,100
2015-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Hospital Practitioner / Clinical Assistant,0.6451,3
2015-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Other HCHS doctor grades,1.0,1
2015-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,18.675,24
2015-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,580.31,597
2015-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Staff Grade,0.7,1
2015-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Midwives,344.11201,436
2015-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Nurses & health visitors,3361.27195,3772
2015-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",1459.86045,1636
2015-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,All staff groups,3238.20486,3745
2015-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,"Support to doctors, nurses & midwives",2722.33327,3156
2015-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,Support to ST&T staff,515.87159,593
2015-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,All staff groups,1139.4645,1255
2015-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Central functions,712.88185,803
2015-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,"Hotel, property & estates",74.69333,80
2015-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Managers,201.36052,216
2015-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Senior managers,150.5288,159
2015-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Unknown classification,Unknown classification,72.62001,79
2016-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,All staff groups,All staff groups,11423.63671,12817
2016-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,All staff groups,6866.93464,7635
2016-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - All grades,1598.56939,1676
2016-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,13.15,17
2016-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Consultant,639.26804,674
2016-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Core Training,127.24375,131
2016-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,101.75,103
2016-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,104.1,109
2016-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Hospital Practitioner / Clinical Assistant,0.6451,3
2016-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Other HCHS doctor grades,1.0,1
2016-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,19.475,24
2016-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,591.2375,614
2016-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Staff Grade,0.7,1
2016-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Midwives,335.36801,425
2016-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Nurses & health visitors,3352.98888,3766
2016-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",1580.00836,1771
2016-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,All staff groups,3176.76904,3689
2016-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,"Support to doctors, nurses & midwives",2739.74278,3191
2016-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,Support to ST&T staff,437.02626,500
2016-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,All staff groups,1217.65971,1330
2016-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Central functions,626.46131,706
2016-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,"Hotel, property & estates",98.34667,105
2016-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Managers,274.17306,294
2016-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Senior managers,218.67867,227
2016-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Unknown classification,Unknown classification,162.27332,180
2017-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,All staff groups,All staff groups,12645.49355,14294
2017-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,All staff groups,7052.82459,7832
2017-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - All grades,1655.26048,1734
2017-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,12.85,16
2017-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Consultant,672.22754,706
2017-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Core Training,118.075,124
2017-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,98.5875,99
2017-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,103.9,107
2017-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Hospital Practitioner / Clinical Assistant,0.56419,3
2017-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Other HCHS doctor grades,1.0,1
2017-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,24.8,30
2017-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,622.55625,647
2017-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Staff Grade,0.7,1
2017-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Midwives,338.61136,433
2017-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Nurses & health visitors,3410.06946,3826
2017-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",1648.88329,1843
2017-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,All staff groups,3291.72066,3844
2017-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,"Support to doctors, nurses & midwives",2818.56397,3309
2017-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,Support to ST&T staff,473.15669,538
2017-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,All staff groups,2153.96165,2468
2017-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Central functions,627.4144,713
2017-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,"Hotel, property & estates",1056.87446,1262
2017-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Managers,254.40267,272
2017-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Senior managers,215.27012,224
2017-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Unknown classification,Unknown classification,146.98665,166
2018-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,All staff groups,All staff groups,13033.46316,14720
2018-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,All staff groups,7214.43541,8020
2018-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - All grades,1694.3255,1773
2018-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,10.475,13
2018-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Consultant,699.43754,736
2018-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Core Training,112.34175,117
2018-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,97.6625,99
2018-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,82.6125,84
2018-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Hospital Practitioner / Clinical Assistant,0.55546,2
2018-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Other HCHS doctor grades,1.0,1
2018-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,29.6125,38
2018-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,660.62825,683
2018-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Midwives,333.28585,419
2018-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Nurses & health visitors,3492.58994,3939
2018-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",1694.23412,1891
2018-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,All staff groups,3366.72714,3921
2018-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,"Support to doctors, nurses & midwives",2900.30453,3389
2018-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,Support to ST&T staff,466.42261,536
2018-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,All staff groups,2296.58729,2622
2018-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Central functions,698.83439,787
2018-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,"Hotel, property & estates",1107.02598,1319
2018-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Managers,406.80346,430
2018-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Senior managers,83.92346,87
2018-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Unknown classification,Unknown classification,155.71332,174
2019-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,All staff groups,All staff groups,13852.27229,15682
2019-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,All staff groups,7549.79124,8420
2019-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - All grades,1763.70573,1845
2019-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,13.7,16
2019-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Consultant,735.48777,780
2019-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Core Training,124.34375,127
