"Basis","Org_Code","Parent_Org","Org_Name","Standard_or_Item","Cancer_Type","Referral_Route_or_Stage","Treatment_Modality","Total","Within","After","Performance","Within_14_days","In_15_to_28_days","In_29_to_42_days","In_43_to_62_days","After_62_days","Within_31_days","In_32_to_38_days","In_39_to_48_days","In_49_to_62_days","In_63_to_76_days","In_77_to_90_days","In_91_to_104_days","After_104_days","In_15_to_16_days","In_17_to_21_days","In_22_to_28_days","After_28_days"
"Provider","RRV","London","UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST","FDS","Suspected lower gastrointestinal cancer","ALL ROUTES",,329,269,60,0.817629,95,174,32,13,15,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RJC","Midlands","SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST","FDS","Suspected urological malignancies (excluding testicular)","ALL ROUTES",,118,89,29,0.754237,30,59,11,12,6,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RH8","South West","ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST","FDS","Exhibited (non-cancer) breast symptoms - cancer not initially suspected","ALL ROUTES",,19,18,1,0.947368,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RN5","South East","HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST","FDS","Suspected sarcoma","ALL ROUTES",,17,14,3,0.823529,1,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RCD","North East And Yorkshire","HARROGATE AND DISTRICT NHS FOUNDATION TRUST","FDS","Exhibited (non-cancer) breast symptoms - cancer not initially suspected","ALL ROUTES",,55,54,1,0.981818,41,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","R0D","South West","UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST","FDS","Suspected brain/central nervous system tumours","ALL ROUTES",,32,31,1,0.96875,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RWJ","North West","STOCKPORT NHS FOUNDATION TRUST","FDS","Suspected head & neck cancer","ALL ROUTES",,196,177,19,0.903061,117,60,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RTP","South East","SURREY AND SUSSEX HEALTHCARE NHS TRUST","FDS","Suspected children's cancer","ALL ROUTES",,15,13,2,0.866666,9,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RTK","South East","ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST","FDS","Suspected cancer - non-specific symptoms","ALL ROUTES",,25,19,6,0.76,6,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RJ2","London","LEWISHAM AND GREENWICH NHS TRUST","FDS","Suspected lung cancer","ALL ROUTES",,70,58,12,0.828571,47,11,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RWF","South East","MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST","FDS","Suspected haematological malignancies (excluding acute leukaemia)","ALL ROUTES",,15,14,1,0.933333,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RPA","South East","MEDWAY NHS FOUNDATION TRUST","FDS","Suspected testicular cancer","ALL ROUTES",,7,7,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RMC","North West","BOLTON NHS FOUNDATION TRUST","FDS","Suspected testicular cancer","ALL ROUTES",,3,2,1,0.666666,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RWA","North East And Yorkshire","HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST","FDS","Suspected lower gastrointestinal cancer","ALL ROUTES",,457,165,292,0.36105,38,127,144,88,60,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RCF","North East And Yorkshire","AIREDALE NHS FOUNDATION TRUST","FDS","Suspected haematological malignancies (excluding acute leukaemia)","ALL ROUTES",,7,4,3,0.571428,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RM1","East Of England","NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","FDS","Suspected gynaecological cancer","ALL ROUTES",,298,173,125,0.580536,65,108,42,38,45,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RKB","Midlands","UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST","FDS","Suspected other cancer","ALL ROUTES",,31,26,5,0.838709,3,23,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RGR","East Of England","WEST SUFFOLK NHS FOUNDATION TRUST","FDS","Suspected lower gastrointestinal cancer","ALL ROUTES",,188,147,41,0.781914,37,110,21,13,7,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","R0D","South West","UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST","FDS","Suspected children's cancer","ALL ROUTES",,2,1,1,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RVV","South East","EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST","FDS","Suspected haematological malignancies (excluding acute leukaemia)","ALL ROUTES",,15,5,10,0.333333,3,2,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RNZ","South West","SALISBURY NHS FOUNDATION TRUST","FDS","Suspected urological malignancies (excluding testicular)","ALL ROUTES",,83,42,41,0.506024,18,24,13,9,19,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RQX","London","HOMERTON HEALTHCARE NHS FOUNDATION TRUST","FDS","Suspected gynaecological cancer","ALL ROUTES",,119,92,27,0.773109,60,32,14,6,7,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RRV","London","UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST","FDS","Suspected lung cancer","ALL ROUTES",,47,36,11,0.765957,33,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RNQ","Midlands","KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST","FDS","Suspected testicular cancer","ALL ROUTES",,3,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RRF","North West","WRIGHTINGTON, WIGAN AND LEIGH TEACHING HOSPITALS NHS FOUNDATION TRUST","FDS","Suspected lower gastrointestinal cancer","ALL ROUTES",,218,146,72,0.669724,52,94,27,32,13,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RH8","South West","ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST","FDS","Suspected sarcoma","ALL ROUTES",,135,113,22,0.837037,38,75,13,8,1,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RVR","London","EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST","FDS","Suspected cancer - non-specific symptoms","ALL ROUTES",,31,24,7,0.774193,12,12,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RM3","North West","NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST","FDS","Suspected testicular cancer","ALL ROUTES",,20,20,0,1,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RQX","London","HOMERTON HEALTHCARE NHS FOUNDATION TRUST","FDS","Suspected haematological malignancies (excluding acute leukaemia)","ALL ROUTES",,18,13,5,0.722222,9,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RK9","South West","UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST","FDS","Suspected skin cancer","ALL ROUTES",,891,844,47,0.94725,683,161,18,15,14,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","R1H","London","BARTS HEALTH NHS TRUST","FDS","Suspected lower gastrointestinal cancer","ALL ROUTES",,471,278,193,0.590233,93,185,68,87,38,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RRV","London","UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST","FDS","Suspected breast cancer","ALL ROUTES",,167,133,34,0.796407,54,79,20,5,9,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RDU","South East","FRIMLEY HEALTH NHS FOUNDATION TRUST","FDS","Exhibited (non-cancer) breast symptoms - cancer not initially suspected","ALL ROUTES",,222,194,28,0.873873,105,89,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RAX","London","KINGSTON AND RICHMOND NHS FOUNDATION TRUST","FDS","Exhibited (non-cancer) breast symptoms - cancer not initially suspected","ALL ROUTES",,20,16,4,0.8,6,10,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RJE","Midlands","UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST","FDS","Suspected testicular cancer","ALL ROUTES",,33,26,7,0.787878,16,10,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RNA","Midlands","THE DUDLEY GROUP NHS FOUNDATION TRUST","FDS","Suspected children's cancer","ALL ROUTES",,4,4,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RNN","North East And Yorkshire","NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST","FDS","Exhibited (non-cancer) breast symptoms - cancer not initially suspected","ALL ROUTES",,20,15,5,0.75,7,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RTR","North East And Yorkshire","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","FDS","Suspected children's cancer","ALL ROUTES",,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RXN","North West","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","FDS","Suspected cancer - non-specific symptoms","ALL ROUTES",,12,3,9,0.25,2,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RK9","South West","UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST","FDS","Suspected cancer - non-specific symptoms","ALL ROUTES",,13,10,3,0.76923,5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RWF","South East","MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST","FDS","Suspected upper gastrointestinal cancer","ALL ROUTES",,193,139,54,0.720207,23,116,38,13,3,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RCD","North East And Yorkshire","HARROGATE AND DISTRICT NHS FOUNDATION TRUST","FDS","Suspected haematological malignancies (excluding acute leukaemia)","ALL ROUTES",,12,11,1,0.916666,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RXC","South East","EAST SUSSEX HEALTHCARE NHS TRUST","FDS","Suspected children's cancer","ALL ROUTES",,13,13,0,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RWG","East Of England","WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST","FDS","Suspected upper gastrointestinal cancer","ALL ROUTES",,132,115,17,0.871212,91,24,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RJE","Midlands","UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST","FDS","Suspected urological malignancies (excluding testicular)","ALL ROUTES",,265,157,108,0.592452,87,70,36,37,35,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RPY","London","THE ROYAL MARSDEN NHS FOUNDATION TRUST","FDS","Suspected urological malignancies (excluding testicular)","ALL ROUTES",,26,25,1,0.961538,14,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RXP","North East And Yorkshire","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST","FDS","Suspected gynaecological cancer","ALL ROUTES",,226,153,73,0.676991,100,53,38,20,15,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RQX","London","HOMERTON HEALTHCARE NHS FOUNDATION TRUST","FDS","Suspected head & neck cancer","ALL ROUTES",,173,113,60,0.653179,79,34,36,14,10,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RXL","North West","BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST","FDS","Suspected cancer - non-specific symptoms","ALL ROUTES",,123,107,16,0.869918,61,46,4,9,3,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RVV","South East","EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST","FDS","Suspected gynaecological cancer","ALL ROUTES",,445,246,199,0.552808,134,112,99,76,24,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RJ6","London","CROYDON HEALTH SERVICES NHS TRUST","FDS","Suspected sarcoma","ALL ROUTES",,45,41,4,0.911111,28,13,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RRK","Midlands","UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST","FDS","Suspected urological malignancies (excluding testicular)","ALL ROUTES",,297,155,142,0.521885,97,58,31,76,35,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RVR","London","EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST","FDS","Suspected other cancer","ALL ROUTES",,22,21,1,0.954545,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RFR","North East And Yorkshire","THE ROTHERHAM NHS FOUNDATION TRUST","FDS","Exhibited (non-cancer) breast symptoms - cancer not initially suspected","ALL ROUTES",,34,34,0,1,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RK5","Midlands","SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST","FDS","Suspected cancer - non-specific symptoms","ALL ROUTES",,18,13,5,0.722222,0,13,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RBD","South West","DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST","FDS","Suspected skin cancer","ALL ROUTES",,265,236,29,0.890566,120,116,18,6,5,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RBL","North West","WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST","FDS","Suspected skin cancer","ALL ROUTES",,483,429,54,0.888198,272,157,22,29,3,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RBK","Midlands","WALSALL HEALTHCARE NHS TRUST","FDS","Suspected lower gastrointestinal cancer","ALL ROUTES",,106,70,36,0.660377,36,34,18,13,5,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RGT","East Of England","CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","FDS","Exhibited (non-cancer) breast symptoms - cancer not initially suspected","ALL ROUTES",,65,65,0,1,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RH5","South West","SOMERSET NHS FOUNDATION TRUST","FDS","Suspected upper gastrointestinal cancer","ALL ROUTES",,104,83,21,0.798076,51,32,14,5,2,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RHM","South East","UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST","FDS","Suspected upper gastrointestinal cancer","ALL ROUTES",,190,150,40,0.789473,85,65,16,16,8,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RBN","North West","MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST","FDS","Suspected acute leukaemia","ALL ROUTES",,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RTD","North East And Yorkshire","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","FDS","Exhibited (non-cancer) breast symptoms - cancer not initially suspected","ALL ROUTES",,141,32,109,0.22695,16,16,34,37,38,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RK9","South West","UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST","FDS","Suspected head & neck cancer","ALL ROUTES",,308,241,67,0.782467,201,40,29,28,10,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RJ6","London","CROYDON HEALTH SERVICES NHS TRUST","FDS","Suspected gynaecological cancer","ALL ROUTES",,159,115,44,0.72327,35,80,16,23,5,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RTF","North East And Yorkshire","NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST","FDS","Suspected testicular cancer","ALL ROUTES",,11,11,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RWD","Midlands","UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST","FDS","Suspected breast cancer","ALL ROUTES",,515,389,126,0.755339,59,330,87,26,13,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RR8","North East And Yorkshire","LEEDS TEACHING HOSPITALS NHS TRUST","FDS","Suspected lung cancer","ALL ROUTES",,44,42,2,0.954545,35,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RXP","North East And Yorkshire","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST","FDS","Suspected upper gastrointestinal cancer","ALL ROUTES",,188,133,55,0.707446,82,51,19,19,17,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RTE","South West","GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST","FDS","Suspected head & neck cancer","ALL ROUTES",,322,257,65,0.798136,184,73,30,28,7,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RK5","Midlands","SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST","FDS","Suspected haematological malignancies (excluding acute leukaemia)","ALL ROUTES",,7,2,5,0.285714,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RJE","Midlands","UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST","FDS","Suspected brain/central nervous system tumours","ALL ROUTES",,2,1,1,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RA2","South East","ROYAL SURREY NHS FOUNDATION TRUST","FDS","Suspected other cancer","ALL ROUTES",,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RN3","South West","GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST","FDS","Suspected upper gastrointestinal cancer","ALL ROUTES",,136,106,30,0.779411,76,30,10,16,4,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RR8","North East And Yorkshire","LEEDS TEACHING HOSPITALS NHS TRUST","FDS","Suspected urological malignancies (excluding testicular)","ALL ROUTES",,208,133,75,0.639423,74,59,39,26,10,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RRV","London","UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST","FDS","Suspected head & neck cancer","ALL ROUTES",,378,292,86,0.772486,197,95,43,27,16,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","R0B","North East And Yorkshire","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","FDS","Suspected upper gastrointestinal cancer","ALL ROUTES",,157,133,24,0.847133,69,64,15,8,1,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RVJ","South West","NORTH BRISTOL NHS TRUST","FDS","Suspected children's cancer","ALL ROUTES",,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RGT","East Of England","CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","FDS","Suspected skin cancer","ALL ROUTES",,753,565,188,0.750332,219,346,119,57,12,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RXP","North East And Yorkshire","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST","FDS","Suspected lower gastrointestinal cancer","ALL ROUTES",,409,240,169,0.586797,91,149,75,60,34,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RJ7","London","ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","FDS","Suspected cancer - non-specific symptoms","ALL ROUTES",,66,40,26,0.60606,1,39,12,11,3,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RPA","South East","MEDWAY NHS FOUNDATION TRUST","FDS","Suspected haematological malignancies (excluding acute leukaemia)","ALL ROUTES",,16,12,4,0.75,9,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RQW","East Of England","THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST","FDS","Suspected head & neck cancer","ALL ROUTES",,197,137,60,0.695431,97,40,22,24,14,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RWF","South East","MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST","FDS","Suspected lower gastrointestinal cancer","ALL ROUTES",,441,348,93,0.789115,220,128,62,26,5,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RA7","South West","BRISTOL NHS FOUNDATION TRUST","FDS","Missing or Invalid","ALL ROUTES",,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RH5","South West","SOMERSET NHS FOUNDATION TRUST","FDS","Suspected gynaecological cancer","ALL ROUTES",,238,175,63,0.735294,61,114,22,23,18,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RVR","London","EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST","FDS","Suspected skin cancer","ALL ROUTES",,451,449,2,0.995565,369,80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RM1","East Of England","NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","FDS","Suspected skin cancer","ALL ROUTES",,794,728,66,0.916876,382,346,32,16,18,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RKB","Midlands","UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST","FDS","Suspected urological malignancies (excluding testicular)","ALL ROUTES",,138,91,47,0.65942,56,35,16,13,18,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RTP","South East","SURREY AND SUSSEX HEALTHCARE NHS TRUST","FDS","Suspected haematological malignancies (excluding acute leukaemia)","ALL ROUTES",,18,14,4,0.777777,9,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","R1K","London","LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST","FDS","Suspected gynaecological cancer","ALL ROUTES",,405,262,143,0.646913,98,164,79,37,27,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","REM","North West","LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","FDS","Exhibited (non-cancer) breast symptoms - cancer not initially suspected","ALL ROUTES",,52,47,5,0.903846,14,33,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RA2","South East","ROYAL SURREY NHS FOUNDATION TRUST","FDS","Suspected haematological malignancies (excluding acute leukaemia)","ALL ROUTES",,3,1,2,0.333333,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RFS","Midlands","CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST","FDS","Suspected head & neck cancer","ALL ROUTES",,157,124,33,0.789808,100,24,13,11,9,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RN5","South East","HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST","FDS","Suspected head & neck cancer","ALL ROUTES",,185,122,63,0.659459,76,46,24,26,13,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RK5","Midlands","SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST","FDS","Suspected skin cancer","ALL ROUTES",,402,396,6,0.985074,269,127,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RTP","South East","SURREY AND SUSSEX HEALTHCARE NHS TRUST","FDS","Suspected lower gastrointestinal cancer","ALL ROUTES",,369,284,85,0.769647,121,163,47,21,17,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RCF","North East And Yorkshire","AIREDALE NHS FOUNDATION TRUST","FDS","Suspected lower gastrointestinal cancer","ALL ROUTES",,141,103,38,0.730496,67,36,19,13,6,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RJ2","London","LEWISHAM AND GREENWICH NHS TRUST","FDS","Suspected lower gastrointestinal cancer","ALL ROUTES",,574,415,159,0.722996,218,197,79,32,48,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RD8","East Of England","MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","FDS","Suspected cancer - non-specific symptoms","ALL ROUTES",,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RAL","London","ROYAL FREE LONDON NHS FOUNDATION TRUST","FDS","Suspected cancer - non-specific symptoms","ALL ROUTES",,129,81,48,0.627906,31,50,14,29,5,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RTP","South East","SURREY AND SUSSEX HEALTHCARE NHS TRUST","FDS","Suspected testicular cancer","ALL ROUTES",,10,6,4,0.6,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RTK","South East","ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST","FDS","Suspected brain/central nervous system tumours","ALL ROUTES",,13,9,4,0.692307,3,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RTG","Midlands","UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST","FDS","Suspected urological malignancies (excluding testicular)","ALL ROUTES",,267,141,126,0.528089,76,65,31,37,58,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RJ7","London","ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","FDS","Suspected breast cancer","ALL ROUTES",,413,388,25,0.939467,137,251,17,7,1,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RJZ","London","KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST","FDS","Suspected upper gastrointestinal cancer","ALL ROUTES",,185,144,41,0.778378,81,63,19,15,7,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RXR","North West","EAST LANCASHIRE HOSPITALS NHS TRUST","FDS","Suspected haematological malignancies (excluding acute leukaemia)","ALL ROUTES",,18,6,12,0.333333,5,1,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RNA","Midlands","THE DUDLEY GROUP NHS FOUNDATION TRUST","FDS","Suspected head & neck cancer","ALL ROUTES",,144,130,14,0.902777,85,45,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","R0B","North East And Yorkshire","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","FDS","Suspected testicular cancer","ALL ROUTES",,15,14,1,0.933333,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RXK","Midlands","SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST","FDS","Suspected upper gastrointestinal cancer","ALL ROUTES",,160,138,22,0.8625,112,26,11,7,4,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RAJ","East Of England","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","FDS","Suspected other cancer","ALL ROUTES",,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","R1A","Midlands","HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST","FDS","Suspected sarcoma","ALL ROUTES",,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RTD","North East And Yorkshire","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","FDS","Suspected haematological malignancies (excluding acute leukaemia)","ALL ROUTES",,13,11,2,0.846153,5,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RA7","South West","BRISTOL NHS FOUNDATION TRUST","FDS","Suspected other cancer","ALL ROUTES",,6,4,2,0.666666,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","RJ7","London","ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","FDS","Suspected urological malignancies (excluding testicular)","ALL ROUTES",,97,61,36,0.628865,15,46,18,11,7,0,0,0,0,0,0,0,0,0,0,0,0
